Unnamed: 0,index,text,sentiment,hate_speech,translated_text
222,222,@stripedfairy *ООООО* я тоже хочу быть блондинкой тт и розовые волосы хочу тт но чет прям боюсь сжечь их(( хотя люди красятся и ничего,-1,0.0,"I want to be blonde, and I want pink hair, but I'm really scared to burn them."
7655,6192,"Провинциальный город Курган. Не будем сейчас опять заострять внимание на автомобилях, посмотрим на людей. Вот взрослый и ребенок. - одеты они не в холмотья, а в приличную, даже стильную одежду. - взрослый в желтых нубуковые ботинках, такие носят только иностранцы в ДС и хипсторы, т.к. это нихуя непрактично. - ребенок одет в специальную детскую одежду, а не перешитую из взрослой, все подобрано в тон. - у обоих нет лищнего веса, что говорит о правильном питании, а не дешманскими макаронами.
",0,0.0,"The provincial town of Kurgan, let's not focus on cars again now, let's look at people. Here's an adult and a kid. They're not dressed in mounds, they're dressed in decent, even styled clothes."
15520,14057,"Самая красивая девушка на свете 3
",1,0.0,The most beautiful girl in the world 3
4521,3058,"Бля, заебал он уже, во всякой бочке затычка. Где его нестиранные штаны в дальнейшем увидим?
",-1,1.0,"Fuck, he's already fucked up in a barrel of shit."
12373,10910,"Дешёвые носки у меня больше 3 одеваний не переживают, так что вариантов нет, приходится покупать хорошие, для треккинга например, бонусом конечно комфорт идёт, пытался не раз покупать в разных местах, от ашановских до всяких магазинов типа чебоксарский трикотаж и рынка само собой, результат один, более-менее нормальные не меньше сотки стоят за пару, но по итогу наиболее выгодные всё-равно для треккинга хоть и требуют больших вложений.
",0,0.0,"I don't have more than three cheap socks, so I don't have to buy good ones, so I have to buy good ones to track, like a bonus, of course it's comfortable, trying to buy more than once in different places, from Ashanov to all the shops like the Chicago tricottage and the market, of course, the result is one, more or less normal is worth at least a pair, but the result is that the most profitable ones are still for the tracking, though they require a lot of investment."
1321,216,Я думаю теперь я могу трахнуть тебя в жопу,-1,1.0,I think I can fuck you in the ass now.
7108,5645,"Ничего. Сейчас на этап отправят, петушить начнут, будет маски из спермы делать и вылечит всю хуйню на своей ебучке.
",-1,1.0,"They're gonna send you, they're gonna start cocksuckering, they're gonna have sperm masks and they're gonna fix the whole fucking thing on their motherfucker."
4970,3507,"Причем тут нарушать? Камеры надо ставить там, где нарушать опасно для жизни. А не на ровных участках трассы, где нарушать безопасно и многие нарушают - так называемые хлебные места
",0,0.0,"There's got to be cameras where there's a danger to life, not on the level sections of the road where there's a safety breach, and there's a lot of people breaking the so-called bread space."
167,167,"В ОТНОШЕНИИ  ХОДОРКОВСКОГО РАССЛЕДУЕТСЯ  НЕСКОЛЬКО УГОЛОВНЫХ  ДЕЛ,ТАК ОН ВРЯД ЛИ ПОДПАДЕТ ПОД АМНИСТИЮ - ГЕНПРОКУРАТУРА.Кто бы сомневался :(",-1,1.0,"Several criminal cases have been investigated, whether he or she would fall under the ANNIVERSITY-GENPROKURATURA. Who would be in doubt?"
11248,9785,"если счет кредитный, то должны дать
",0,0.0,"If the account is credit, it should be"
8505,7042,"Говорят что обиженных в жопу долбят, но это не точно
",0,1.0,"They say the assholes are fucked, but it's not accurate."
1075,1075,RT @kivicakicir: неее.... все спатььь... отжимания и крепкий чай уже не помогают :(,-1,0.0,RT @kivicakiir: her... all sleep... pushups and strong tea no longer help :(
15638,14175,"Я воспоминаю наших преподов по сопромату и высшей математике, и если бы они нечаянно узнали от студента, что они обслуживающий персонал, то студент не сдал предметы даже через завкафа, лол. А сейчас тот же завкаф популярно объяснит этим преподам, что если студенты массово не могут сдать их экзамен, то преподы не просто обслуживающий персонал, а плохой обслуживающий персонал, из-за которого организация теряет деньги. И если препод не приносит вузу деньги в виде грантов или еще какой-то профит, то лучше его отправить на пенсию и взять на его место более лояльного.
",0,0.0,"I remember our sopromata and high math professors, and if they'd had had any chance to learn from a student that they were serving staff, the student wouldn't have given up the items even through the buffalo, lol, and now the same valet would explain to these professors that if the students aren't able to pass their exam on a massive scale, the teachers aren't just serving staff, but the bad service staff that the organization loses money from, and if the teacher doesn't bring the university money in the form of grants or some other profess, it's better to retire him and take his place as more loyal."
15262,13799,"Все, эту ебаную чушку, подсоса орущей свиноты можно считать слитым
",-1,1.0,"Anything, this fucking thing, the pussy of the screaming pig can be considered a leak."
2433,970,"Ублюдки потрошителей завезли. Полакомиться.
",0,1.0,The Ripper bastards are here.
11205,9742,"Друзья, Вы делайте акцент все же на то, что это Российский Снг менталитет. У нас не знают что такое сервис и не хотят знать. Uber Яндекс может и хотел бы набирать достойных водителей, которые не воняют, делают все грамотно и всегда на чистых и исправных машинах, но Вы же знаете в какой стране мы живем? и кто у нас работает в такси..Так к чему притензии к Яндексу или Uber? У нас хотя бы что -то новое ввели европейского, пока не датягивают по сервису, но у нас к сожалению не сразу все приходит.. Терпения друзья мои, терпения..
",0,0.0,"Uber Yandex may and would like to recruit decent drivers who don't stink, who always do it in clean and proper machines, but do you know which country we live in? and who works in a taxi. So why are we looking for Yandex or Uber? At least we've got something new in Europe while they're not doing it, but unfortunately we don't have everything at once."
10132,8669,"Аню и Таню так как они повернулись
",0,1.0,Anja and Tanya as they turned.
15380,13917,"Хохлы у тебя в жопе лахтосблёв На мылаче сидят уважаемые товарищи украинцы они ним братушки так-то, а те кто постоянно злорадствуют на пустом месте всегда плохо кончают.
",-1,1.0,"They're his brothers, and those who are always gloating in an empty place always end badly."
2099,636,"Я тебе тайна открою, только ты не пугайся. За год по РФ около 1000 рыл срочниками принимают ислам, это без учета Сирии и Востока. На учениях гибель ЛС до 2 в плане идет. Это ж армия и солдаты, там на 10 рыл полкило мозга с трудом собирается. Я ж не писал что там курорт, но для средневзятого Тараса с высшим свиноводческим дипломом из Хуезнаменки, не опаснее чем поехать на стройку нелегалом пиздячить, где его если чо в бетон укатают и забудут. А тут соцништяк, а если чо так хероем будет, улицу в родном селе назовут, дети в вышиванках плакать будут. Успех? Успех.
",0,0.0,"I'm gonna tell you a secret, but don't be scared. I didn't write there's a resort in Russia in a year, but for a medium-staken Taras with a higher pork-diving diploma from Hueznamenka, it's no more dangerous than going to a construction site with an illegal pissing, where he's gonna get fucked up in concrete and forgotten."
15301,13838,"нахоризме в роликах подача плотная, можно хоть анекдоты с анекдот.сру вбрасывать - будет забавно.
",0,0.0,It'll be fun. It'll be fun. It'll be fun. It'll be fun.
2570,1107,Стрелочка так-то не поворачивается,0,0.0,The shooter doesn't turn around like that.
6124,4661,"А сумма с учетом инфляции в расписке?
",0,0.0,What about the amount of inflation in the receipt?
7339,5876,"Все образованные давно съебались и переобулись в хохлы. мимоДонецк
",0,1.0,All the educated have fucked up and changed into their forelocks.
9053,7590,"все эти 1000 насосов дают 100 кубов в сутки. Вполне себе бытовые изделия. С ценой от 2000 рублей. А дебет скважины еще доказать надо. Экспертиза, все дела...
",0,0.0,"All these 1,000 pumps give 100 cc a day, they're full of household products, with a price of 2,000 rubles, and the wells still have to be decomposed."
4874,3411,"Господа, а ДМС со стоматологией за свои деньги (не от работодателя) оформлял кто? Думаю, может есть шанс себе профиты заиметь с такого дела, пусть даже заплачу 20к, но в порядок привести весь пиздец в пасти уже давно надо, по отдельности вроде как дороже выйдет
",0,0.0,"Gentlemen, I think there's a chance I can get a good job out of a case like this, even if I pay 20k, but I'm gonna have to get the fuck out of my mouth for a long time."
8801,7338,"Лагерь арабодрочеров, готовых не только учить этот ужасный язык, но и учиться прыгать по козлинному.
",-1,1.0,"A camp of Arab darts ready not only to learn this terrible language, but also to learn to jump in a goat's way."
2353,890,"великий физиономист Этому физионамисту, в биореакторе место
",0,1.0,"A great physiomist to this physionamist, a place in the bioreactor."
2850,1387,Шестое чувство тоже не в тему?),0,0.0,Is the sixth feeling out of the question?)
7503,6040,"боско похоже на польское имя Ты совсем ебанулся?
",-1,1.0,Looks like a Polish name. Are you fucking crazy?
13210,11747,"Плохо что тебя не интересуют особи женского пола)
",0,1.0,Too bad you're not interested in girls.
6198,4735,"В этой новости прекрасно всё...
",1,0.0,That's the best news ever...
7743,6280,"Какой же охуенный хайлайт
",1,1.0,What a fucking hilite.
5244,3781,"Труба 100 на 100 стенка 3мм под ключ. Около 2000 у.е. под ключ. Материал ступени- хвоя. Поручень- хвоя.
",0,0.0,It's a 100-by-100-wall 3-millimeter turnkey.
22,22,ебааааа сейчас модуль будет по региональной экономике ((,-1,1.0,The module will now be on regional economics.
15232,13769,"при чем Дальше не читал РНЕшника недоделанного. Мне не стыдно, для меня быть русским не значит быть расистом
",0,1.0,I'm not ashamed to be Russian doesn't mean I'm racist.
4095,2632,"Помню, о нем весь интернет говорили в году 12-13. Сейчас уже несколько лет, как о нем нечего не слыхано только канал дай пять вспомнили о нем . Как говорил сам Желудь, сам захотел уйти из славы, ибо его это заебыло.
",-1,0.0,"I remember the whole Internet was talking about him in 12 or 13 years, and now it's been a few years since there's nothing to hear about him, just let the channel remember him five times, as Jell-O himself said, he wanted to get out of his glory, because he's forgotten it."
782,782,Я не могу сформулировать мысль в 140 символом. Я имбецил. :(,-1,0.0,I can't make a point in 140 characters.
6160,4697,"а че не по 100гр в день скидывать то ? я вот тоже без основательно пиздану например можно скидывать 50кг и что?
",0,0.0,"I don't have a fucking 100 g a day, do you think I'm gonna lose 50 kg without a fucking fucking fucking fucking fucking piss, and what?"
2040,577,"Простите, умник, а что в этом высказывание неправда?
",0,1.0,"Sorry, smartass, what's not the truth about that?"
1887,424,"Средняя начисленная зарплата по полному кругу организаций украинского, временно оккупированного, полуострова Крым в январе-декабре 2018 года составила 29 188 рублей. Сообщается, что по сравнению с январем-декабрем 2017 года размер зарплаты увеличился на 10,8 . К наиболее оплачиваемым в экономике украинского Крыма относятся работники сферы финансовой и страховой деятельности, а среди промышленных видов деятельности предприятия по добыче полезных ископаемых, где зарплата превысила средний показатель по экономике республики в 1,7-1,9 раза. Так же сообщается что в ближайшие 10 лет экономика временно оккупированного украинского Крыма будет расти на 5-6 в год.
",0,0.0,"The average paid wage for the full range of Ukrainian organizations, temporarily occupied, of the Crimea peninsula in January-December 2018, was 29,188 roubles, which is reported to have increased by 10.8 compared with January-December 2017. The most paid in the Ukrainian Crimea economy includes workers in the financial and insurance sector, and among the industrial activities of the mining industry, where the salary exceeded the average in the country &apos; s economy by 1.7 to 1.9 times, and it is also reported that the economy of the temporarily occupied Ukrainian Crimea will grow by 5-6 per year over the next 10 years."
6619,5156,"И ленивых людей без фантазии
",0,1.0,And lazy people without fantasies.
5236,3773,"В первую очередь обучались на дому, во вторых меняли фамилии, в третьих некоторые были до сих пор довольно состоятельные и им в школах шли навстречу. до 30ых годов лишенцам вообще было нереально поступить в школу даже на 1-2 года.
",-1,0.0,"In the first place, they studied at home, changed their surnames, and in the third place, some were still quite wealthy, and they were in school. Until the 1930s, it was impossible for the disabled to even go to school for one or two years."
32,32,я блин сутками его жду а он с друзьями общаться! с которыми ежедневно видится! :(,-1,0.0,I've been fucking waiting for him for days and he's with his friends!
15791,14328,"Ну там же блять явная заказуха, по любому если не нашли то хайли лайкли контакты и вмешательство были. Притянут за уши и вьебут санкции
",-1,0.0,"Well, there's a fucking order out there, anyway, if they didn't find the highley like contacts and the interference was there, and they're drawn by the ears and they're fucking with the sanctions."
11220,9757,"У моего дяди было тоже самое, лечили гастрит, умер от рака. У нас диагностов нет.
",-1,0.0,"My uncle had the same thing, treated gastrite, died of cancer."
5884,4421,"У меня жена в машине на ходу (на пассажирском месте) красится. Но нижние ресницы у нее хорошо получаются только на светофоре.
",1,0.0,"I've got a wife in the car on the way, but she's only good at her lower eyelashes at traffic lights."
12271,10808,"Сейчас снимки могут присылать из рентген-кабинета сразу на комп врачу, то есть физически снимков нет. Идти к другому врачу или к главврачу с просьбой разобраться в ситуации
",0,0.0,"Now, you can send a photo from an X-ray cab to a doctor's computer, which means there's no physical scans, go to another doctor or the head of a doctor, ask him to look into the situation."
8074,6611,"Такие картинки обычно используют для демонстрации серых будней СССР. ну и после 90-х, Родина о гражданах уже не должна была заботится. Типа капитализм.
",0,0.0,"Such images are usually used to demonstrate the gray days of the USSR. And after the '90s, the country shouldn't care about citizens anymore, like capitalism."
11393,9930,"Да просто я сам в ночную смену проработал около 5 лет с графиком 6 1 и 5 2.
",0,0.0,It's just that I've been on the night shift for about five years with a schedule of 6 1 and 5 2.
15849,14386,"Чем то она Мэгги Джилленхол напоминает. И да, ебло рязанское, но что-то в нем есть. Что называется когда и мордва вполне ничего .
",0,0.0,"She reminds me of Maggie Jillenhol, and yeah, it's fucking jazz, but there's something in it that's called when the Mord's pretty good."
14236,12773,"О, китайцы нашли кому впарить неликвидные панельки. Молодцы, уважаю!
",0,0.0,"Oh, the Chinese have found someone to mate the illiquid panels."
10180,8717,"Спасибо) Есть вопрос: почти у всех проводов сверху есть наконечники (даже у одиночных), почему их нет снизу автомата(кроме 26 номера)?
",0,0.0,"(Thank you) The question is, almost all the wires on the top have tips (even singles), why aren't they at the bottom of the machine (except for 26 rooms)?"
4771,3308,"Почему такую близ аэропортов не сделают? Чтобы из-за тумана рейсы не отменять
",0,0.0,Why don't they do that near the airports?
14604,13141,"Первый снег в 2019 году. Чот как-то пиздеж. В январе тоже снег был, числа 20 примерно, а на фотографии 22 февраля.
",0,0.0,"The first snow in 2019, Chot somehow fucked up, and it snowed in January, and it was about 20, and it was in a picture on February 22."
12745,11282,"Как раз таки это нормально, чтобы конкуренты не открывали и они не теряли денег, они открывают рядом если даже дохода нет в одном
",-1,0.0,"It's just that it's okay for competitors not to open up and they don't lose money, they're opening up next door if they don't even have an income in one thing."
4241,2778,"Кого ебут твои доктрины, шнобель? Исламисты из детей боевых юнитов как нехуй делали, жеребят валить наглухо даже школьный охранник имеет право в случае группового нападения с применением оружия , почитай сука законы. А палестинцы не люди вообще, пусть нахуй катятся ишаков ебать в горах подальше от земли тех, у кого реально невинных детей в печах архивировали до состояния спичечного коробка.
",-1,1.0,"The Islamists from the children of the fighting unit have been fucking doing what they did, and even a school guard has the right to fuck off even in the case of a group assault using weapons, read the laws, and the Palestinians are not even people, let the fuck the Ishaqs fuck out in the mountains of those whose real innocent children in the ovens have been archived to the condition of a matchbox."
12617,11154,"Зачем? Это служба целая, так и называется. Назовите тогда ТиКРС
",0,0.0,"It's a whole service, that's what it's called."
10827,9364,"У нас тоже, как мы думали, нет бродячих. Уже пять лет в этом районе живём. Оказалось, есть.
",-1,0.0,We don't have any strays either. We've been living in this neighborhood for five years.
